attack_don,attack_rec,brood_size,Nest_ID,Date_analysis,Age_A,Age_B,Age_C,direction,brood_ID,row_id,young_end,old_end,phase,date_brood,weight_tot,food_cat,age_diff
A,B,3,207,133,18,17,8,AB,207_2019,1,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
B,A,3,207,133,18,17,8,BA,207_2019,2,2019-05-13,2019-05-23,early,133207_2019,154,high,1
A,B,3,207,133,18,17,8,AB,207_2019,3,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
A,B,3,207,133,18,17,8,AB,207_2019,4,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
A,B,3,207,133,18,17,8,AB,207_2019,5,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
A,B,3,207,133,18,17,8,AB,207_2019,6,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
A,B,3,207,133,18,17,8,AB,207_2019,7,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
A,B,3,207,133,18,17,8,AB,207_2019,8,2019-05-13,2019-05-23,early,133207_2019,154,high,-1
B,A,3,207,135,20,19,10,BA,207_2019,9,2019-05-13,2019-05-23,late,135207_2019,232.2,high,1
A,B,3,207,135,20,19,10,AB,207_2019,10,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,11,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,12,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,13,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,14,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,15,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,16,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,17,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,18,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,B,3,207,135,20,19,10,AB,207_2019,19,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-1
A,C,3,207,135,20,19,10,AC,207_2019,20,2019-05-13,2019-05-23,late,135207_2019,232.2,high,-8
B,A,3,207,126,11,10,1,BA,207_2019,21,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
A,B,3,207,126,11,10,1,AB,207_2019,22,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
B,A,3,207,126,11,10,1,BA,207_2019,23,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,24,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,25,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,26,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,27,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,28,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,29,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,30,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,31,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,32,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,33,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,34,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,35,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,36,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,37,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,38,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,39,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,40,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,41,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,42,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,43,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,44,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,45,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,46,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
A,B,3,207,126,11,10,1,AB,207_2019,47,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,48,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,49,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,50,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,51,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,52,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,53,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,54,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
B,A,3,207,126,11,10,1,BA,207_2019,55,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
A,B,3,207,126,11,10,1,AB,207_2019,56,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,57,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,58,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
B,A,3,207,126,11,10,1,BA,207_2019,59,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,60,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,61,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,62,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,63,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,64,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,65,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,66,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,67,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,68,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,69,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,70,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,71,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,72,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,73,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
B,A,3,207,126,11,10,1,BA,207_2019,74,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
A,B,3,207,126,11,10,1,AB,207_2019,75,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,76,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,77,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,78,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,79,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,80,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,81,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,82,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,83,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,84,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,85,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,86,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,87,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,88,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
B,A,3,207,126,11,10,1,BA,207_2019,89,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,1
A,B,3,207,126,11,10,1,AB,207_2019,90,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,91,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
A,B,3,207,126,11,10,1,AB,207_2019,92,2019-05-13,2019-05-23,early,126207_2019,92.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,93,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,94,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,95,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,96,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,97,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,98,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,99,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,100,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,101,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,102,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,103,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,104,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,105,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,106,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,107,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,108,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,109,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,110,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,111,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,112,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
B,A,3,207,127,12,11,2,BA,207_2019,113,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
B,A,3,207,127,12,11,2,BA,207_2019,114,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,115,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,116,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,117,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,118,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,119,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,127,12,11,2,BA,207_2019,120,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,1
A,B,3,207,127,12,11,2,AB,207_2019,121,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,122,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,123,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,124,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,125,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,126,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,127,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
A,B,3,207,127,12,11,2,AB,207_2019,128,2019-05-13,2019-05-23,early,127207_2019,63.2,medium,-1
B,A,3,207,128,13,12,3,BA,207_2019,129,2019-05-13,2019-05-23,early,128207_2019,144,high,1
A,B,3,207,128,13,12,3,AB,207_2019,130,2019-05-13,2019-05-23,early,128207_2019,144,high,-1
A,B,3,207,128,13,12,3,AB,207_2019,131,2019-05-13,2019-05-23,early,128207_2019,144,high,-1
B,A,3,207,128,13,12,3,BA,207_2019,132,2019-05-13,2019-05-23,early,128207_2019,144,high,1
A,B,3,207,128,13,12,3,AB,207_2019,133,2019-05-13,2019-05-23,early,128207_2019,144,high,-1
A,B,3,207,128,13,12,3,AB,207_2019,134,2019-05-13,2019-05-23,early,128207_2019,144,high,-1
A,B,3,207,128,13,12,3,AB,207_2019,135,2019-05-13,2019-05-23,early,128207_2019,144,high,-1
B,A,3,207,129,14,13,4,BA,207_2019,136,2019-05-13,2019-05-23,early,129207_2019,253,high,1
A,B,3,207,129,14,13,4,AB,207_2019,137,2019-05-13,2019-05-23,early,129207_2019,253,high,-1
A,B,3,207,129,14,13,4,AB,207_2019,138,2019-05-13,2019-05-23,early,129207_2019,253,high,-1
A,B,3,207,129,14,13,4,AB,207_2019,139,2019-05-13,2019-05-23,early,129207_2019,253,high,-1
A,B,3,207,129,14,13,4,AB,207_2019,140,2019-05-13,2019-05-23,early,129207_2019,253,high,-1
B,A,3,217,130,12,11,7,BA,217_2019,141,2019-05-13,2019-05-23,early,130217_2019,58,medium,1
A,B,3,217,130,12,11,7,AB,217_2019,142,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,143,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,144,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,145,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
B,A,3,217,130,12,11,7,BA,217_2019,146,2019-05-13,2019-05-23,early,130217_2019,58,medium,1
A,B,3,217,130,12,11,7,AB,217_2019,147,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,148,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,149,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,130,12,11,7,AB,217_2019,150,2019-05-13,2019-05-23,early,130217_2019,58,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,151,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,152,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,153,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,154,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,155,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,156,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,157,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,158,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
B,A,3,217,131,13,12,8,BA,217_2019,159,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,1
A,B,3,217,131,13,12,8,AB,217_2019,160,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,161,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,162,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,163,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,164,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,165,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,166,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,167,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,168,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,169,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,170,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,171,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,172,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,173,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,174,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,175,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,176,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,177,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,178,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,179,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,180,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,181,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,182,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,183,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,184,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,185,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,186,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,187,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,188,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,189,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,190,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,191,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,192,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,193,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,194,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,195,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,196,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,197,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,198,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,199,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,200,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,201,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,202,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,203,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,204,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,205,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,206,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,207,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,208,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
B,A,3,217,131,13,12,8,BA,217_2019,209,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,1
B,A,3,217,131,13,12,8,BA,217_2019,210,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,1
A,B,3,217,131,13,12,8,AB,217_2019,211,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,212,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,213,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
B,A,3,217,131,13,12,8,BA,217_2019,214,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,1
A,B,3,217,131,13,12,8,AB,217_2019,215,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,216,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,217,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,218,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,219,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,220,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,221,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,222,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
B,A,3,217,131,13,12,8,BA,217_2019,223,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,1
A,B,3,217,131,13,12,8,AB,217_2019,224,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,225,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,226,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,227,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
A,B,3,217,131,13,12,8,AB,217_2019,228,2019-05-13,2019-05-23,early,131217_2019,67.2,medium,-1
B,A,3,217,132,14,13,9,BA,217_2019,229,2019-05-13,2019-05-23,early,132217_2019,44,medium,1
B,A,3,217,132,14,13,9,BA,217_2019,230,2019-05-13,2019-05-23,early,132217_2019,44,medium,1
A,B,3,217,132,14,13,9,AB,217_2019,231,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,232,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,233,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,234,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,235,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,236,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,237,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,238,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,239,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,240,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,241,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,242,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
A,B,3,217,132,14,13,9,AB,217_2019,243,2019-05-13,2019-05-23,early,132217_2019,44,medium,-1
